Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2001,1,19,5,657,700,751,742,US,441,N435дв,114,102,79,9,-3,PIT,ORD,412,7,28,0,NA,0,NA,NA,NA,NA,NA
2001,1,21,7,657,700,745,742,US,441,N440дв,108,102,67,3,-3,PIT,ORD,412,4,37,0,NA,0,NA,NA,NA,NA,NA
2001,1,22,1,656,700,725,742,US,441,N780Aд,89,102,64,-17,-4,PIT,ORD,412,5,20,0,NA,0,NA,NA,NA,NA,NA
2001,1,23,2,658,700,747,742,US,441,N411дв,109,102,74,5,-2,PIT,ORD,412,4,31,0,NA,0,NA,NA,NA,NA,NA
2001,1,24,3,658,700,808,742,US,441,N440дв,130,102,77,26,-2,PIT,ORD,412,4,49,0,NA,0,NA,NA,NA,NA,NA
2001,1,25,4,655,700,800,742,US,441,N433дв,125,102,88,18,-5,PIT,ORD,412,4,33,0,NA,0,NA,NA,NA,NA,NA
2001,1,26,5,655,700,805,742,US,441,N430дв,130,102,81,23,-5,PIT,ORD,412,6,43,0,NA,0,NA,NA,NA,NA,NA
2001,1,28,7,655,700,741,742,US,441,N406дв,106,102,82,-1,-5,PIT,ORD,412,4,20,0,NA,0,NA,NA,NA,NA,NA
2001,1,29,1,702,700,801,742,US,441,N439дв,119,102,81,19,2,PIT,ORD,412,7,31,0,NA,0,NA,NA,NA,NA,NA
2001,1,30,2,657,700,741,742,US,441,N435дв,104,102,66,-1,-3,PIT,ORD,412,5,33,0,NA,0,NA,NA,NA,NA,NA
2001,1,31,3,656,700,722,742,US,441,N427дв,86,102,72,-20,-4,PIT,ORD,412,3,11,0,NA,0,NA,NA,NA,NA,NA
2001,1,1,1,2009,1921,2149,2100,US,442,-N920е,100,99,77,49,48,ATL,PIT,526,8,15,0,NA,0,NA,NA,NA,NA,NA
2001,1,2,2,1925,1921,2102,2100,US,442,N506Aд,97,99,78,2,4,ATL,PIT,526,6,13,0,NA,0,NA,NA,NA,NA,NA
2001,1,3,3,1919,1921,2051,2100,US,442,N390дв,92,99,75,-9,-2,ATL,PIT,526,6,11,0,NA,0,NA,NA,NA,NA,NA
2001,1,4,4,1934,1921,2115,2100,US,442,N384дв,101,99,81,15,13,ATL,PIT,526,7,13,0,NA,0,NA,NA,NA,NA,NA
2001,1,5,5,2020,1921,2229,2100,US,442,N504Aд,129,99,100,89,59,ATL,PIT,526,10,19,0,NA,0,NA,NA,NA,NA,NA
2001,1,7,7,1918,1921,2047,2100,US,442,N346дв,89,99,70,-13,-3,ATL,PIT,526,7,12,0,NA,0,NA,NA,NA,NA,NA
2001,1,8,1,1918,1921,2101,2100,US,442,N385дв,103,99,87,1,-3,ATL,PIT,526,6,10,0,NA,0,NA,NA,NA,NA,NA
2001,1,9,2,1916,1921,2106,2100,US,442,N511Aд,110,99,88,6,-5,ATL,PIT,526,9,13,0,NA,0,NA,NA,NA,NA,NA
2001,1,10,3,1915,1921,2049,2100,US,442,N516Aд,94,99,74,-11,-6,ATL,PIT,526,7,13,0,NA,0,NA,NA,NA,NA,NA
2001,1,11,4,1915,1921,2047,2100,US,442,N559Aд,92,99,70,-13,-6,ATL,PIT,526,11,11,0,NA,0,NA,NA,NA,NA,NA
2001,1,12,5,1931,1921,2132,2100,US,442,N576дв,121,99,83,32,10,ATL,PIT,526,12,26,0,NA,0,NA,NA,NA,NA,NA
2001,1,14,7,1919,1921,2049,2100,US,442,N592дв,90,99,70,-11,-2,ATL,PIT,526,10,10,0,NA,0,NA,NA,NA,NA,NA
2001,1,15,1,1920,1921,2056,2100,US,442,N512Aд,96,99,71,-4,-1,ATL,PIT,526,15,10,0,NA,0,NA,NA,NA,NA,NA
2001,1,16,2,1917,1921,2057,2100,US,442,N507Aд,100,99,73,-3,-4,ATL,PIT,526,12,15,0,NA,0,NA,NA,NA,NA,NA
2001,1,17,3,1922,1921,2053,2100,US,442,N346дв,91,99,74,-7,1,ATL,PIT,526,6,11,0,NA,0,NA,NA,NA,NA,NA
2001,1,18,4,1935,1921,2111,2100,US,442,N396дв,96,99,71,11,14,ATL,PIT,526,6,19,0,NA,0,NA,NA,NA,NA,NA
2001,1,19,5,1945,1921,2123,2100,US,442,N338дв,98,99,68,23,24,ATL,PIT,526,12,18,0,NA,0,NA,NA,NA,NA,NA
2001,1,21,7,1919,1921,2059,2100,US,442,N373дв,100,99,70,-1,-2,ATL,PIT,526,18,12,0,NA,0,NA,NA,NA,NA,NA
2001,1,22,1,1917,1921,2104,2100,US,442,N506Aд,107,99,80,4,-4,ATL,PIT,526,10,17,0,NA,0,NA,NA,NA,NA,NA
2001,1,23,2,1919,1921,2053,2100,US,442,N394дв,94,99,72,-7,-2,ATL,PIT,526,12,10,0,NA,0,NA,NA,NA,NA,NA
2001,1,24,3,1919,1921,2050,2100,US,442,N300Aд,91,99,73,-10,-2,ATL,PIT,526,7,11,0,NA,0,NA,NA,NA,NA,NA
2001,1,25,4,1918,1921,2053,2100,US,442,N340дв,95,99,77,-7,-3,ATL,PIT,526,8,10,0,NA,0,NA,NA,NA,NA,NA
2001,1,26,5,1922,1921,2058,2100,US,442,N512Aд,96,99,78,-2,1,ATL,PIT,526,8,10,0,NA,0,NA,NA,NA,NA,NA
2001,1,28,7,1915,1921,2048,2100,US,442,N337дв,93,99,75,-12,-6,ATL,PIT,526,7,11,0,NA,0,NA,NA,NA,NA,NA
2001,1,29,1,1918,1921,2046,2100,US,442,N392дв,88,99,66,-14,-3,ATL,PIT,526,13,9,0,NA,0,NA,NA,NA,NA,NA
2001,1,30,2,1947,1921,2125,2100,US,442,N573дв,98,99,73,25,26,ATL,PIT,526,5,20,0,NA,0,NA,NA,NA,NA,NA
2001,1,31,3,1925,1921,2101,2100,US,442,N511Aд,96,99,71,1,4,ATL,PIT,526,7,18,0,NA,0,NA,NA,NA,NA,NA
2001,1,7,7,1326,1325,1452,1443,US,443,N439дв,86,78,58,9,1,PHL,BTV,336,5,23,0,NA,0,NA,NA,NA,NA,NA
2001,1,8,1,1325,1325,1442,1443,US,443,N425дв,77,78,50,-1,0,PHL,BTV,336,2,25,0,NA,0,NA,NA,NA,NA,NA
2001,1,9,2,1321,1325,1442,1443,US,443,N430дв,81,78,65,-1,-4,PHL,BTV,336,3,13,0,NA,0,NA,NA,NA,NA,NA
2001,1,10,3,1338,1325,1454,1443,US,443,N405дв,76,78,62,11,13,PHL,BTV,336,3,11,0,NA,0,NA,NA,NA,NA,NA
2001,1,11,4,1319,1325,1437,1443,US,443,N446дв,78,78,61,-6,-6,PHL,BTV,336,4,13,0,NA,0,NA,NA,NA,NA,NA
2001,1,12,5,1323,1325,1432,1443,US,443,N431дв,69,78,55,-11,-2,PHL,BTV,336,5,9,0,NA,0,NA,NA,NA,NA,NA
2001,1,13,6,1324,1325,1435,1443,US,443,N417дв,71,78,57,-8,-1,PHL,BTV,336,5,9,0,NA,0,NA,NA,NA,NA,NA
2001,1,14,7,1325,1325,1437,1443,US,443,N437дв,72,78,57,-6,0,PHL,BTV,336,2,13,0,NA,0,NA,NA,NA,NA,NA
2001,1,15,1,1320,1325,1429,1443,US,443,N436дв,69,78,54,-14,-5,PHL,BTV,336,3,12,0,NA,0,NA,NA,NA,NA,NA
2001,1,16,2,1320,1325,1431,1443,US,443,N431дв,71,78,55,-12,-5,PHL,BTV,336,5,11,0,NA,0,NA,NA,NA,NA,NA
2001,1,17,3,1320,1325,1429,1443,US,443,N445дв,69,78,57,-14,-5,PHL,BTV,336,4,8,0,NA,0,NA,NA,NA,NA,NA
2001,1,18,4,1342,1325,1450,1443,US,443,N427дв,68,78,52,7,17,PHL,BTV,336,3,13,0,NA,0,NA,NA,NA,NA,NA
2001,1,19,5,1403,1325,1530,1443,US,443,N413дв,87,78,52,47,38,PHL,BTV,336,5,30,0,NA,0,NA,NA,NA,NA,NA
2001,1,20,6,1319,1325,1426,1443,US,443,N407дв,67,78,47,-17,-6,PHL,BTV,336,3,17,0,NA,0,NA,NA,NA,NA,NA
2001,1,21,7,1454,1325,1610,1443,US,443,N445дв,76,78,57,87,89,PHL,BTV,336,4,15,0,NA,0,NA,NA,NA,NA,NA
2001,1,22,1,1322,1325,1434,1443,US,443,N417дв,72,78,56,-9,-3,PHL,BTV,336,2,14,0,NA,0,NA,NA,NA,NA,NA
2001,1,23,2,1325,1325,1426,1443,US,443,N443дв,61,78,48,-17,0,PHL,BTV,336,3,10,0,NA,0,NA,NA,NA,NA,NA
2001,1,24,3,1319,1325,1427,1443,US,443,N427дв,68,78,55,-16,-6,PHL,BTV,336,4,9,0,NA,0,NA,NA,NA,NA,NA
2001,1,25,4,1322,1325,1434,1443,US,443,N447дв,72,78,58,-9,-3,PHL,BTV,336,3,11,0,NA,0,NA,NA,NA,NA,NA
2001,1,26,5,1319,1325,1429,1443,US,443,N415дв,70,78,57,-14,-6,PHL,BTV,336,4,9,0,NA,0,NA,NA,NA,NA,NA
2001,1,27,6,1332,1325,1448,1443,US,443,N446дв,76,78,54,5,7,PHL,BTV,336,4,18,0,NA,0,NA,NA,NA,NA,NA
2001,1,28,7,1321,1325,1436,1443,US,443,N428дв,75,78,58,-7,-4,PHL,BTV,336,4,13,0,NA,0,NA,NA,NA,NA,NA
2001,1,29,1,1335,1325,1455,1443,US,443,N445дв,80,78,59,12,10,PHL,BTV,336,5,16,0,NA,0,NA,NA,NA,NA,NA
2001,1,30,2,1342,1325,1453,1443,US,443,N409дв,71,78,54,10,17,PHL,BTV,336,6,11,0,NA,0,NA,NA,NA,NA,NA
2001,1,31,3,1321,1325,1503,1443,US,443,N428дв,102,78,87,20,-4,PHL,BTV,336,6,9,0,NA,0,NA,NA,NA,NA,NA
2001,1,1,1,616,620,705,706,US,445,N534Aд,49,46,25,-1,-4,AVP,PHL,105,11,13,0,NA,0,NA,NA,NA,NA,NA
2001,1,2,2,625,620,702,706,US,445,N387дв,37,46,24,-4,5,AVP,PHL,105,5,8,0,NA,0,NA,NA,NA,NA,NA
2001,1,3,3,613,620,702,706,US,445,N508Aд,49,46,30,-4,-7,AVP,PHL,105,5,14,0,NA,0,NA,NA,NA,NA,NA
2001,1,4,4,621,620,701,706,US,445,N590дв,40,46,25,-5,1,AVP,PHL,105,5,10,0,NA,0,NA,NA,NA,NA,NA
2001,1,5,5,615,620,659,706,US,445,N375дв,44,46,25,-7,-5,AVP,PHL,105,7,12,0,NA,0,NA,NA,NA,NA,NA
2001,1,6,6,618,620,700,706,US,445,N353дв,42,46,26,-6,-2,AVP,PHL,105,7,9,0,NA,0,NA,NA,NA,NA,NA
2001,1,7,7,618,620,704,706,US,445,N385дв,46,46,27,-2,-2,AVP,PHL,105,7,12,0,NA,0,NA,NA,NA,NA,NA
2001,1,8,1,618,620,706,706,US,445,N338дв,48,46,26,0,-2,AVP,PHL,105,15,7,0,NA,0,NA,NA,NA,NA,NA
2001,1,9,2,614,620,702,706,US,445,N585дв,48,46,27,-4,-6,AVP,PHL,105,4,17,0,NA,0,NA,NA,NA,NA,NA
2001,1,10,3,614,620,653,706,US,445,N591дв,39,46,23,-13,-6,AVP,PHL,105,4,12,0,NA,0,NA,NA,NA,NA,NA
2001,1,11,4,613,620,659,706,US,445,N576дв,46,46,28,-7,-7,AVP,PHL,105,4,14,0,NA,0,NA,NA,NA,NA,NA
2001,1,12,5,620,620,654,706,US,445,N389дв,34,46,26,-12,0,AVP,PHL,105,3,5,0,NA,0,NA,NA,NA,NA,NA
2001,1,13,6,626,620,708,706,US,445,N504Aд,42,46,27,2,6,AVP,PHL,105,6,9,0,NA,0,NA,NA,NA,NA,NA
2001,1,14,7,613,620,707,706,US,445,N504Aд,54,46,30,1,-7,AVP,PHL,105,4,20,0,NA,0,NA,NA,NA,NA,NA
2001,1,15,1,617,620,656,706,US,445,N395дв,39,46,28,-10,-3,AVP,PHL,105,6,5,0,NA,0,NA,NA,NA,NA,NA
2001,1,16,2,621,620,702,706,US,445,N387дв,41,46,28,-4,1,AVP,PHL,105,7,6,0,NA,0,NA,NA,NA,NA,NA
2001,1,17,3,616,620,649,706,US,445,N573дв,33,46,22,-17,-4,AVP,PHL,105,4,7,0,NA,0,NA,NA,NA,NA,NA
2001,1,18,4,620,620,701,706,US,445,N338дв,41,46,29,-5,0,AVP,PHL,105,5,7,0,NA,0,NA,NA,NA,NA,NA
2001,1,19,5,613,620,740,706,US,445,N394дв,87,46,44,34,-7,AVP,PHL,105,6,37,0,NA,0,NA,NA,NA,NA,NA
2001,1,20,6,614,620,709,706,US,445,N573дв,55,46,30,3,-6,AVP,PHL,105,11,14,0,NA,0,NA,NA,NA,NA,NA
2001,1,21,7,800,620,NA,706,US,445,N585дв,NA,46,NA,NA,100,AVP,PHL,105,0,30,0,NA,1,NA,NA,NA,NA,NA
2001,1,22,1,719,620,756,706,US,445,N560Aд,37,46,22,50,59,AVP,PHL,105,3,12,0,NA,0,NA,NA,NA,NA,NA
2001,1,23,2,NA,620,NA,706,US,445,дNKNOж,NA,46,NA,NA,NA,AVP,PHL,105,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,1,24,3,613,620,700,706,US,445,N373дв,47,46,29,-6,-7,AVP,PHL,105,7,11,0,NA,0,NA,NA,NA,NA,NA
2001,1,25,4,618,620,703,706,US,445,N528Aд,45,46,35,-3,-2,AVP,PHL,105,3,7,0,NA,0,NA,NA,NA,NA,NA
2001,1,26,5,621,620,657,706,US,445,N355дв,36,46,28,-9,1,AVP,PHL,105,2,6,0,NA,0,NA,NA,NA,NA,NA
2001,1,27,6,616,620,716,706,US,445,N533Aд,60,46,40,10,-4,AVP,PHL,105,3,17,0,NA,0,NA,NA,NA,NA,NA
2001,1,28,7,705,620,746,706,US,445,N558Aд,41,46,24,40,45,AVP,PHL,105,4,13,0,NA,0,NA,NA,NA,NA,NA
2001,1,29,1,811,620,858,706,US,445,N558Aд,47,46,34,112,111,AVP,PHL,105,6,7,0,NA,0,NA,NA,NA,NA,NA
2001,1,30,2,617,620,707,706,US,445,N511Aд,50,46,32,1,-3,AVP,PHL,105,11,7,0,NA,0,NA,NA,NA,NA,NA
2001,1,31,3,617,620,707,706,US,445,N506Aд,50,46,27,1,-3,AVP,PHL,105,9,14,0,NA,0,NA,NA,NA,NA,NA
2001,1,1,1,754,800,941,1005,US,445,N591дв,107,125,87,-24,-6,PHL,IND,587,7,13,0,NA,0,NA,NA,NA,NA,NA
2001,1,2,2,815,800,1004,1005,US,445,N387дв,109,125,82,-1,15,PHL,IND,587,7,20,0,NA,0,NA,NA,NA,NA,NA
2001,1,3,3,756,800,1000,1005,US,445,N508Aд,124,125,92,-5,-4,PHL,IND,587,12,20,0,NA,0,NA,NA,NA,NA,NA
2001,1,4,4,756,800,942,1005,US,445,N373дв,106,125,86,-23,-4,PHL,IND,587,8,12,0,NA,0,NA,NA,NA,NA,NA
2001,1,5,5,756,800,1007,1005,US,445,N375дв,131,125,94,2,-4,PHL,IND,587,12,25,0,NA,0,NA,NA,NA,NA,NA
2001,1,6,6,900,800,1102,1005,US,445,N351дв,122,125,94,57,60,PHL,IND,587,7,21,0,NA,0,NA,NA,NA,NA,NA
2001,1,7,7,751,800,1000,1007,US,445,N385дв,129,127,99,-7,-9,PHL,IND,587,14,16,0,NA,0,NA,NA,NA,NA,NA
2001,1,8,1,NA,800,NA,1007,US,445,дNKNOж,NA,127,NA,NA,NA,PHL,IND,587,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,1,9,2,755,800,935,1007,US,445,N585дв,100,127,81,-32,-5,PHL,IND,587,6,13,0,NA,0,NA,NA,NA,NA,NA
2001,1,10,3,751,800,945,1007,US,445,N342дв,114,127,94,-22,-9,PHL,IND,587,10,10,0,NA,0,NA,NA,NA,NA,NA
2001,1,11,4,754,800,950,1007,US,445,N576дв,116,127,90,-17,-6,PHL,IND,587,11,15,0,NA,0,NA,NA,NA,NA,NA
2001,1,12,5,753,800,949,1007,US,445,N508Aд,116,127,89,-18,-7,PHL,IND,587,5,22,0,NA,0,NA,NA,NA,NA,NA
2001,1,13,6,758,800,955,1007,US,445,N504Aд,117,127,94,-12,-2,PHL,IND,587,6,17,0,NA,0,NA,NA,NA,NA,NA
2001,1,14,7,756,800,1029,1007,US,445,N504Aд,153,127,99,22,-4,PHL,IND,587,8,46,0,NA,0,NA,NA,NA,NA,NA
2001,1,15,1,758,800,1017,1007,US,445,N395дв,139,127,103,10,-2,PHL,IND,587,7,29,0,NA,0,NA,NA,NA,NA,NA
2001,1,16,2,756,800,1010,1007,US,445,N387дв,134,127,114,3,-4,PHL,IND,587,6,14,0,NA,0,NA,NA,NA,NA,NA
2001,1,17,3,758,800,1028,1007,US,445,N393дв,150,127,105,21,-2,PHL,IND,587,8,37,0,NA,0,NA,NA,NA,NA,NA
2001,1,18,4,756,800,1009,1007,US,445,N338дв,133,127,110,2,-4,PHL,IND,587,7,16,0,NA,0,NA,NA,NA,NA,NA
2001,1,19,5,807,800,1047,1007,US,445,N394дв,160,127,113,40,7,PHL,IND,587,7,40,0,NA,0,NA,NA,NA,NA,NA
2001,1,20,6,756,800,959,1007,US,445,N429дв,123,127,101,-8,-4,PHL,IND,587,6,16,0,NA,0,NA,NA,NA,NA,NA
2001,1,21,7,NA,800,NA,1007,US,445,дNKNOж,NA,127,NA,NA,NA,PHL,IND,587,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,1,22,1,836,800,1021,1007,US,445,N560Aд,105,127,81,14,36,PHL,IND,587,6,18,0,NA,0,NA,NA,NA,NA,NA
2001,1,23,2,752,800,938,1007,US,445,N585дв,106,127,87,-29,-8,PHL,IND,587,7,12,0,NA,0,NA,NA,NA,NA,NA
2001,1,24,3,754,800,942,1007,US,445,N373дв,108,127,92,-25,-6,PHL,IND,587,8,8,0,NA,0,NA,NA,NA,NA,NA
2001,1,25,4,756,800,935,1007,US,445,N528Aд,99,127,83,-32,-4,PHL,IND,587,7,9,0,NA,0,NA,NA,NA,NA,NA
2001,1,26,5,NA,800,NA,1007,US,445,дNKNOж,NA,127,NA,NA,NA,PHL,IND,587,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,1,27,6,753,800,951,1007,US,445,N533Aд,118,127,99,-16,-7,PHL,IND,587,5,14,0,NA,0,NA,NA,NA,NA,NA
2001,1,28,7,807,800,1021,1007,US,445,N558Aд,134,127,100,14,7,PHL,IND,587,10,24,0,NA,0,NA,NA,NA,NA,NA
2001,1,29,1,926,800,1111,1007,US,445,N558Aд,105,127,93,64,86,PHL,IND,587,2,10,0,NA,0,NA,NA,NA,NA,NA
2001,1,30,2,753,800,959,1007,US,445,N511Aд,126,127,97,-8,-7,PHL,IND,587,7,22,0,NA,0,NA,NA,NA,NA,NA
2001,1,31,3,757,800,1019,1007,US,445,N506Aд,142,127,107,12,-3,PHL,IND,587,11,24,0,NA,0,NA,NA,NA,NA,NA
2001,1,1,1,830,745,925,838,US,446,N886дв,55,53,37,47,45,PIT,BUF,186,3,15,0,NA,0,NA,NA,NA,NA,NA
2001,1,2,2,750,745,857,838,US,446,N889дв,67,53,40,19,5,PIT,BUF,186,2,25,0,NA,0,NA,NA,NA,NA,NA
2001,1,3,3,753,745,841,838,US,446,N891дв,48,53,37,3,8,PIT,BUF,186,3,8,0,NA,0,NA,NA,NA,NA,NA
2001,1,4,4,746,745,859,838,US,446,N858дв,73,53,41,21,1,PIT,BUF,186,3,29,0,NA,0,NA,NA,NA,NA,NA
2001,1,5,5,754,745,907,838,US,446,N856дв,73,53,36,29,9,PIT,BUF,186,3,34,0,NA,0,NA,NA,NA,NA,NA
2001,1,6,6,743,745,847,838,US,446,N856дв,64,53,39,9,-2,PIT,BUF,186,3,22,0,NA,0,NA,NA,NA,NA,NA
2001,1,7,7,741,745,830,841,US,446,N884дв,49,56,38,-11,-4,PIT,BUF,186,3,8,0,NA,0,NA,NA,NA,NA,NA
2001,1,8,1,746,745,855,841,US,446,N868дв,69,56,39,14,1,PIT,BUF,186,4,26,0,NA,0,NA,NA,NA,NA,NA
2001,1,9,2,744,745,842,841,US,446,N856дв,58,56,37,1,-1,PIT,BUF,186,3,18,0,NA,0,NA,NA,NA,NA,NA
2001,1,10,3,744,745,857,841,US,446,N868дв,73,56,43,16,-1,PIT,BUF,186,3,27,0,NA,0,NA,NA,NA,NA,NA
2001,1,11,4,742,745,837,841,US,446,N854дв,55,56,39,-4,-3,PIT,BUF,186,3,13,0,NA,0,NA,NA,NA,NA,NA
2001,1,12,5,747,745,831,841,US,446,N854дв,44,56,33,-10,2,PIT,BUF,186,4,7,0,NA,0,NA,NA,NA,NA,NA
2001,1,13,6,739,745,829,841,US,446,N866дв,50,56,40,-12,-6,PIT,BUF,186,2,8,0,NA,0,NA,NA,NA,NA,NA
2001,1,14,7,741,745,824,841,US,446,N850дв,43,56,30,-17,-4,PIT,BUF,186,6,7,0,NA,0,NA,NA,NA,NA,NA
2001,1,15,1,740,745,823,841,US,446,N852дв,43,56,32,-18,-5,PIT,BUF,186,4,7,0,NA,0,NA,NA,NA,NA,NA
2001,1,16,2,741,745,848,841,US,446,N852дв,67,56,42,7,-4,PIT,BUF,186,3,22,0,NA,0,NA,NA,NA,NA,NA
2001,1,17,3,742,745,857,841,US,446,-N924е,75,56,39,16,-3,PIT,BUF,186,4,32,0,NA,0,NA,NA,NA,NA,NA
2001,1,18,4,825,745,915,841,US,446,N885дв,50,56,35,34,40,PIT,BUF,186,2,13,0,NA,0,NA,NA,NA,NA,NA
2001,1,19,5,742,745,841,841,US,446,N890дв,59,56,35,0,-3,PIT,BUF,186,3,21,0,NA,0,NA,NA,NA,NA,NA
2001,1,20,6,746,745,858,841,US,446,N890дв,72,56,34,17,1,PIT,BUF,186,3,35,0,NA,0,NA,NA,NA,NA,NA
2001,1,21,7,742,745,842,841,US,446,N855дв,60,56,38,1,-3,PIT,BUF,186,2,20,0,NA,0,NA,NA,NA,NA,NA
2001,1,22,1,742,745,828,841,US,446,N892дв,46,56,38,-13,-3,PIT,BUF,186,2,6,0,NA,0,NA,NA,NA,NA,NA
2001,1,23,2,739,745,835,841,US,446,N425дв,56,56,33,-6,-6,PIT,BUF,186,2,21,0,NA,0,NA,NA,NA,NA,NA
2001,1,24,3,741,745,829,841,US,446,N890дв,48,56,36,-12,-4,PIT,BUF,186,3,9,0,NA,0,NA,NA,NA,NA,NA
2001,1,25,4,741,745,857,841,US,446,N898дв,76,56,41,16,-4,PIT,BUF,186,4,31,0,NA,0,NA,NA,NA,NA,NA
2001,1,26,5,739,745,840,841,US,446,N898дв,61,56,37,-1,-6,PIT,BUF,186,2,22,0,NA,0,NA,NA,NA,NA,NA
2001,1,27,6,743,745,847,841,US,446,N864дв,64,56,38,6,-2,PIT,BUF,186,3,23,0,NA,0,NA,NA,NA,NA,NA
2001,1,28,7,743,745,842,841,US,446,N896дв,59,56,40,1,-2,PIT,BUF,186,3,16,0,NA,0,NA,NA,NA,NA,NA
2001,1,29,1,745,745,835,841,US,446,N894дв,50,56,35,-6,0,PIT,BUF,186,2,13,0,NA,0,NA,NA,NA,NA,NA
2001,1,30,2,741,745,831,841,US,446,N897дв,50,56,32,-10,-4,PIT,BUF,186,4,14,0,NA,0,NA,NA,NA,NA,NA
2001,1,31,3,745,745,836,841,US,446,N896дв,51,56,40,-5,0,PIT,BUF,186,2,9,0,NA,0,NA,NA,NA,NA,NA
2001,1,1,1,1529,1525,1638,1629,US,447,N899дв,69,64,48,9,4,CLT,CHA,242,4,17,0,NA,0,NA,NA,NA,NA,NA
2001,1,2,2,1525,1525,1621,1629,US,447,N861дв,56,64,42,-8,0,CLT,CHA,242,2,12,0,NA,0,NA,NA,NA,NA,NA
2001,1,3,3,1522,1525,1619,1629,US,447,N866дв,57,64,44,-10,-3,CLT,CHA,242,3,10,0,NA,0,NA,NA,NA,NA,NA
2001,1,4,4,NA,1525,NA,1629,US,447,дNKNOж,NA,64,NA,NA,NA,CLT,CHA,242,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,1,5,5,1538,1525,1645,1629,US,447,N855дв,67,64,47,16,13,CLT,CHA,242,4,16,0,NA,0,NA,NA,NA,NA,NA
2001,1,6,6,1528,1525,1635,1629,US,447,N882дв,67,64,44,6,3,CLT,CHA,242,4,19,0,NA,0,NA,NA,NA,NA,NA
2001,1,7,7,1532,1525,1629,1630,US,447,N891дв,57,65,44,-1,7,CLT,CHA,242,4,9,0,NA,0,NA,NA,NA,NA,NA
2001,1,8,1,1523,1525,1632,1630,US,447,N889дв,69,65,51,2,-2,CLT,CHA,242,3,15,0,NA,0,NA,NA,NA,NA,NA
2001,1,9,2,1521,1525,1618,1630,US,447,N882дв,57,65,42,-12,-4,CLT,CHA,242,2,13,0,NA,0,NA,NA,NA,NA,NA
2001,1,10,3,1520,1525,1614,1630,US,447,N866дв,54,65,40,-16,-5,CLT,CHA,242,2,12,0,NA,0,NA,NA,NA,NA,NA
2001,1,11,4,1521,1525,1630,1630,US,447,N862дв,69,65,47,0,-4,CLT,CHA,242,5,17,0,NA,0,NA,NA,NA,NA,NA
2001,1,12,5,1524,1525,1627,1630,US,447,N850дв,63,65,44,-3,-1,CLT,CHA,242,2,17,0,NA,0,NA,NA,NA,NA,NA
2001,1,13,6,1519,1525,1623,1630,US,447,N898дв,64,65,45,-7,-6,CLT,CHA,242,4,15,0,NA,0,NA,NA,NA,NA,NA
2001,1,14,7,1521,1525,1626,1630,US,447,N860дв,65,65,48,-4,-4,CLT,CHA,242,5,12,0,NA,0,NA,NA,NA,NA,NA
2001,1,15,1,1519,1525,1629,1630,US,447,N865дв,70,65,52,-1,-6,CLT,CHA,242,4,14,0,NA,0,NA,NA,NA,NA,NA
2001,1,16,2,1604,1525,1704,1630,US,447,N856дв,60,65,45,34,39,CLT,CHA,242,2,13,0,NA,0,NA,NA,NA,NA,NA
2001,1,17,3,1523,1525,1642,1630,US,447,N867дв,79,65,51,12,-2,CLT,CHA,242,4,24,0,NA,0,NA,NA,NA,NA,NA
2001,1,18,4,1521,1525,1641,1630,US,447,N880дв,80,65,57,11,-4,CLT,CHA,242,7,16,0,NA,0,NA,NA,NA,NA,NA
2001,1,19,5,1522,1525,1638,1630,US,447,N883дв,76,65,59,8,-3,CLT,CHA,242,4,13,0,NA,0,NA,NA,NA,NA,NA
2001,1,20,6,1521,1525,1621,1630,US,447,N859дв,60,65,46,-9,-4,CLT,CHA,242,3,11,0,NA,0,NA,NA,NA,NA,NA
2001,1,21,7,1522,1525,1620,1630,US,447,N893дв,58,65,45,-10,-3,CLT,CHA,242,2,11,0,NA,0,NA,NA,NA,NA,NA
2001,1,22,1,1523,1525,1617,1630,US,447,N866дв,54,65,39,-13,-2,CLT,CHA,242,2,13,0,NA,0,NA,NA,NA,NA,NA
2001,1,23,2,1525,1525,1631,1630,US,447,N893дв,66,65,42,1,0,CLT,CHA,242,5,19,0,NA,0,NA,NA,NA,NA,NA
2001,1,24,3,1521,1525,1634,1630,US,447,N884дв,73,65,53,4,-4,CLT,CHA,242,5,15,0,NA,0,NA,NA,NA,NA,NA
2001,1,25,4,1523,1525,1625,1630,US,447,N869дв,62,65,43,-5,-2,CLT,CHA,242,2,17,0,NA,0,NA,NA,NA,NA,NA
2001,1,26,5,1522,1525,1626,1630,US,447,N859дв,64,65,45,-4,-3,CLT,CHA,242,5,14,0,NA,0,NA,NA,NA,NA,NA
2001,1,27,6,NA,1525,NA,1630,US,447,дNKNOж,NA,65,NA,NA,NA,CLT,CHA,242,0,0,1,NA,0,NA,NA,NA,NA,NA
